,Product_name,Product_id,Product_Category,price,Professional_Publication,Region_address,Local_address
1864,ThinkPad E480 i5 8éme 8G 256ssd importé,38690436,Ordinateurs portables,4900.0,pro,Grand Casablanca,Casablanca
1865,Discovery Sport HSE Luxury pack Black,35700907,Voitures,340000.0,pro,Grand Casablanca,Casablanca
1866,MACBOOK 13pouces  2017,39243302,Ordinateurs de bureau,9990.0,pro,Gharb-Chrarda-Beni Hssen,Kénitra
1867,Dell optiplex 7020 DESCKTOP Perfect,39243298,Ordinateurs de bureau,1149.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1868,Intenso Memory Case Disque Dur Externe 2.5 2 To,39243297,Ordinateurs de bureau,1149.0,pro,Tanger-Tétouan,Tanger
1870,Mercedes-Benz 240,39243290,Voitures,29000.0,private,Tanger-Tétouan,Tanger
1871,Lenovo ThinkPad E570 i5 7éme 16G 256ssd nvme,38688484,Ordinateurs portables,4000.0,pro,Grand Casablanca,Casablanca
1872,placard 2 portes 3oud chaine,39243283,Electroménager et vaisselles,1250.0,private,Grand Casablanca,Casablanca
1873,HP ZBOOK 15u G4,39243275,Ordinateurs de bureau,14500.0,pro,Tanger-Tétouan,Tétouan
1874,Tablet Thinkpad 10 pouce 2 Go RAM 64 Go SSD WiFi,39243272,Tablettes,1000.0,private,Grand Casablanca,Casablanca
1875,Asus ux303u,39243268,Ordinateurs portables,3500.0,private,Oriental,Nador
1876,DELL 5810-E5-1650 V3-2 To SATA -QUADRO K2200,39243266,Ordinateurs de bureau,10700.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1880,Tableau affichage vitrine 104x75,39243246,Matériels professionnels,1000.0,pro,Meknès-Tafilalet,Meknès
1882,volant moteur golf 4,39243244,Pièces et accessoires pour véhicules,1500.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
1883,Appareil photo JVC 30G,39243235,Appareils photo et caméras,350.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
1884,machine pressa mli7a dial brik,39243224,Matériels professionnels,80000.0,private,Souss-Massa-Drâa,Agadir Melloul
1886,WD - My Passport 5To,39243219,Ordinateurs de bureau,1990.0,pro,Oriental,Oujda
1889,Tableau affichage vitrine 104x75cm new modéle,39243191,Matériels professionnels,1000.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1890,Intel Core i7-9700K,39243175,Ordinateurs de bureau,4499.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1891,Dell Venue 11 Pro (5130) Touchscreen,39243174,Ordinateurs de bureau,1350.0,pro,DoukkalaAbda,Safi
1892,DELL PRECISION T5810-1620V3,39243173,Ordinateurs de bureau,7700.0,pro,Souss-Massa-Drâa,Agadir
1893,range rover évoque,39243172,Voitures,260000.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
1894,Mbk diablo,39243382,Motos,5000.0,private,Grand Casablanca,Casablanca
1896,Bose QC30 réduction bruit active micro endommagé,39243371,Image & son,950.0,private,Marrakech-Tensift-Al Haouz,Marrakech
1897,LACIE PORSCHE DESIGN MOBILE DRIVE 2TO,39243368,Ordinateurs de bureau,1290.0,pro,DoukkalaAbda,El Jadida
1900,LENOVO V130 (81HN00QRFE) Nuef,39243349,Ordinateurs de bureau,5590.0,pro,Oriental,Oujda
1901,MY PASSPORT WD 4 To,39243342,Ordinateurs de bureau,1690.0,pro,Gharb-Chrarda-Beni Hssen,Kénitra
1902,IPhone xs 64 go mdm officiel bon état,39243338,Téléphones,5200.0,private,Grand Casablanca,Casablanca
1903,uno diesel motor jdid,39243324,Voitures,27000.0,private,Taza-Al Hoceima-Taounate,Guercif
1904,Enceinte Musique Bluetooth Portable,39243322,Instruments de musique,130.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
1905,Volkswagen golf,39243306,Voitures,37000.0,private,Tanger-Tétouan,Tanger
1906,ThinkPad E480 i5 8éme 8G 256ssd importé,38690436,Ordinateurs portables,4900.0,pro,Grand Casablanca,Casablanca
1907,Discovery Sport HSE Luxury pack Black,35700907,Voitures,340000.0,pro,Grand Casablanca,Casablanca
1908,MACBOOK 13pouces  2017,39243302,Ordinateurs de bureau,9990.0,pro,Gharb-Chrarda-Beni Hssen,Kénitra
1909,Dell optiplex 7020 DESCKTOP Perfect,39243298,Ordinateurs de bureau,1149.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1910,Intenso Memory Case Disque Dur Externe 2.5 2 To,39243297,Ordinateurs de bureau,1149.0,pro,Tanger-Tétouan,Tanger
1912,Mercedes-Benz 240,39243290,Voitures,29000.0,private,Tanger-Tétouan,Tanger
1913,Lenovo ThinkPad E570 i5 7éme 16G 256ssd nvme,38688484,Ordinateurs portables,4000.0,pro,Grand Casablanca,Casablanca
1914,placard 2 portes 3oud chaine,39243283,Electroménager et vaisselles,1250.0,private,Grand Casablanca,Casablanca
1915,HP ZBOOK 15u G4,39243275,Ordinateurs de bureau,14500.0,pro,Tanger-Tétouan,Tétouan
1916,Tablet Thinkpad 10 pouce 2 Go RAM 64 Go SSD WiFi,39243272,Tablettes,1000.0,private,Grand Casablanca,Casablanca
1917,Asus ux303u,39243268,Ordinateurs portables,3500.0,private,Oriental,Nador
1918,DELL 5810-E5-1650 V3-2 To SATA -QUADRO K2200,39243266,Ordinateurs de bureau,10700.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
1922,Tableau affichage vitrine 104x75,39243246,Matériels professionnels,1000.0,pro,Meknès-Tafilalet,Meknès
1924,volant moteur golf 4,39243244,Pièces et accessoires pour véhicules,1500.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
1925,Appareil photo JVC 30G,39243235,Appareils photo et caméras,350.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
1926,machine pressa mli7a dial brik,39243224,Matériels professionnels,80000.0,private,Souss-Massa-Drâa,Agadir Melloul
1928,WD - My Passport 5To,39243219,Ordinateurs de bureau,1990.0,pro,Oriental,Oujda
1931,Tableau affichage vitrine 104x75cm new modéle,39243191,Matériels professionnels,1000.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1932,Intel Core i7-9700K,39243175,Ordinateurs de bureau,4499.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1933,Dell Venue 11 Pro (5130) Touchscreen,39243174,Ordinateurs de bureau,1350.0,pro,DoukkalaAbda,Safi
1934,DELL PRECISION T5810-1620V3,39243173,Ordinateurs de bureau,7700.0,pro,Souss-Massa-Drâa,Agadir
1935,range rover évoque,39243172,Voitures,260000.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
1939,Samsung galaxy A30S noir 64Go 4gb Ram,39243155,Téléphones,2150.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
1941,DELL M4800 - 16Go RAM,39243143,Ordinateurs de bureau,4490.0,pro,Oriental,Oujda
1943,velo,39243137,Vélos,1500.0,private,Tadla-Azilal,Fquih Ben Saleh
1944,GIGABYTEZ97X,39243136,Ordinateurs de bureau,6390.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1945,couveuse maroc av genie 2020,39243131,Matériels professionnels,100.0,private,Chaouia-Ouardigha,Settat
1946,vtt rockrider 560,39243130,Vélos,1800.0,private,Oriental,Oujda
1948,Iphone xmax 256 gb,39243125,Téléphones,7000.0,private,Oriental,Nador
1949,Peugeot 2008,39243124,Voitures,160000.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
1950,Mercedes-Benz Classe GLC Diesel,39243121,Voitures,350000.0,private,Tanger-Tétouan,Tanger
1951,Samsung A20 32G 3rm,39243118,Téléphones,1350.0,private,Grand Casablanca,Casablanca
1952,vitrine d'affichage  104x75cm sécurisée,39243117,Matériels professionnels,1000.0,pro,Tanger-Tétouan,Tanger
1955,Dacia Sandero,39243110,Voitures,63000.0,private,Rabat-Salé-Zemmour-Zaër,Salé
1957,Ordinateur portable à vendre,39243100,Ordinateurs portables,3800.0,private,Oriental,Oujda
1958,Dell Venue 11 Pro (5130) Touchscreen,39243174,Ordinateurs de bureau,1350.0,pro,DoukkalaAbda,Safi
1959,DELL PRECISION T5810-1620V3,39243173,Ordinateurs de bureau,7700.0,pro,Souss-Massa-Drâa,Agadir
1960,range rover évoque,39243172,Voitures,260000.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
1964,Samsung galaxy A30S noir 64Go 4gb Ram,39243155,Téléphones,2150.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
1966,DELL M4800 - 16Go RAM,39243143,Ordinateurs de bureau,4490.0,pro,Oriental,Oujda
1968,velo,39243137,Vélos,1500.0,private,Tadla-Azilal,Fquih Ben Saleh
1969,GIGABYTEZ97X,39243136,Ordinateurs de bureau,6390.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1970,couveuse maroc av genie 2020,39243131,Matériels professionnels,100.0,private,Chaouia-Ouardigha,Settat
1971,vtt rockrider 560,39243130,Vélos,1800.0,private,Oriental,Oujda
1973,Iphone xmax 256 gb,39243125,Téléphones,7000.0,private,Oriental,Nador
1974,Peugeot 2008,39243124,Voitures,160000.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
1975,Mercedes-Benz Classe GLC Diesel,39243121,Voitures,350000.0,private,Tanger-Tétouan,Tanger
1976,Samsung A20 32G 3rm,39243118,Téléphones,1350.0,private,Grand Casablanca,Casablanca
1977,vitrine d'affichage  104x75cm sécurisée,39243117,Matériels professionnels,1000.0,pro,Tanger-Tétouan,Tanger
1980,Dacia Sandero,39243110,Voitures,63000.0,private,Rabat-Salé-Zemmour-Zaër,Salé
1982,Ordinateur portable à vendre,39243100,Ordinateurs portables,3800.0,private,Oriental,Oujda
1983,Echolenk smart 32 Flhd andruid,39243098,Télévisions,1800.0,private,Fès-Boulemane,Fès
1985,zrabi,39243093,Equipements pour enfant et bébé,500.0,private,Grand Casablanca,Casablanca
1986,Dell optiplex 390 descktop,39243092,Ordinateurs de bureau,1100.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1987,samsung galaxy A10S,39243091,Téléphones,1450.0,private,Grand Casablanca,Casablanca
1988,DELL Precision T5810-1620v3- QUADRO K4000,39243089,Ordinateurs de bureau,7200.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1992,Das,39243075,Image & son,9000.0,private,DoukkalaAbda,Sebt Gzoula
1993,Telecomande de porte,39243073,Matériels professionnels,100.0,private,Grand Casablanca,Casablanca
1994,Velo ba9a jdida,39243072,Vélos,3000.0,private,Grand Casablanca,Casablanca
1995,Samsung J7,39243069,Téléphones,1400.0,private,Grand Casablanca,Casablanca
1996,Audi A6,39243067,Voitures,225000.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
1997,LENOVO THINKCENTER M800 MINITOUR,39243065,Ordinateurs de bureau,3990.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
1998,vitrine et tableau  d'affichage 104x75cm,39243062,Matériels professionnels,1000.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
2000,LENOVO IDEAPAD 110-15IBR NEUF,39243055,Ordinateurs de bureau,2190.0,pro,Oriental,Oujda
2001,NIKON D7000,39243053,Appareils photo et caméras,3100.0,private,Oriental,Nador
2003,IPhone 7 officiel 128 Go bon état,39243049,Téléphones,2200.0,private,Grand Casablanca,Casablanca
2004,Montres Gc Homme Automatique,39243048,Montres et bijoux,1100.0,pro,Grand Casablanca,Casablanca
2005,GAMING GIGABYTEZ97X,39243047,Ordinateurs de bureau,4950.0,pro,Grand Casablanca,Casablanca
2008,HP Z440-24 Go DDR3 ECC-512 Go SSD-QUADRO K4000,39243042,Ordinateurs de bureau,9290.0,pro,Souss-Massa-Drâa,Agadir
2009,Iphone x,39243028,Téléphones,3800.0,private,Grand Casablanca,Casablanca
2011,couveuse av Genie 2020,39243020,Matériels professionnels,100.0,private,Chaouia-Ouardigha,Settat
2012,DELL 7810,39243018,Ordinateurs de bureau,11647.0,pro,Gharb-Chrarda-Beni Hssen,Kénitra
2014,Huile Moteur Eurolub 15W40 VDS4  20L,39117879,Pièces et accessoires pour véhicules,900.0,private,Grand Casablanca,Casablanca
2015,Tableau d'affichage vitrine d'affichage 104×75 cm,39243011,Matériels professionnels,1000.0,pro,Grand Casablanca,Casablanca
2016,Velo,39243010,Vélos,1000.0,private,Marrakech-Tensift-Al Haouz,Marrakech
2017,btwin,39243009,Vélos,2300.0,private,Fès-Boulemane,Fès
2018,Ford focus,39243006,Voitures,84000.0,private,Grand Casablanca,Casablanca
2019,cappuccino scotter,39243001,Motos,13000.0,private,Tanger-Tétouan,Tanger
2021,Dacia Sandero,39243110,Voitures,63000.0,private,Rabat-Salé-Zemmour-Zaër,Salé
2023,Ordinateur portable à vendre,39243100,Ordinateurs portables,3800.0,private,Oriental,Oujda
2024,Echolenk smart 32 Flhd andruid,39243098,Télévisions,1800.0,private,Fès-Boulemane,Fès
2026,zrabi,39243093,Equipements pour enfant et bébé,500.0,private,Grand Casablanca,Casablanca
2027,Dell optiplex 390 descktop,39243092,Ordinateurs de bureau,1100.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
2028,samsung galaxy A10S,39243091,Téléphones,1450.0,private,Grand Casablanca,Casablanca
2029,DELL Precision T5810-1620v3- QUADRO K4000,39243089,Ordinateurs de bureau,7200.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
2033,Das,39243075,Image & son,9000.0,private,DoukkalaAbda,Sebt Gzoula
2034,Telecomande de porte,39243073,Matériels professionnels,100.0,private,Grand Casablanca,Casablanca
2035,Velo ba9a jdida,39243072,Vélos,3000.0,private,Grand Casablanca,Casablanca
2036,Samsung J7,39243069,Téléphones,1400.0,private,Grand Casablanca,Casablanca
2037,Audi A6,39243067,Voitures,225000.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
2038,LENOVO THINKCENTER M800 MINITOUR,39243065,Ordinateurs de bureau,3990.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
2039,vitrine et tableau  d'affichage 104x75cm,39243062,Matériels professionnels,1000.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
2041,LENOVO IDEAPAD 110-15IBR NEUF,39243055,Ordinateurs de bureau,2190.0,pro,Oriental,Oujda
2042,NIKON D7000,39243053,Appareils photo et caméras,3100.0,private,Oriental,Nador
2044,IPhone 7 officiel 128 Go bon état,39243049,Téléphones,2200.0,private,Grand Casablanca,Casablanca
2045,Montres Gc Homme Automatique,39243048,Montres et bijoux,1100.0,pro,Grand Casablanca,Casablanca
2046,GAMING GIGABYTEZ97X,39243047,Ordinateurs de bureau,4950.0,pro,Grand Casablanca,Casablanca
2049,HP Z440-24 Go DDR3 ECC-512 Go SSD-QUADRO K4000,39243042,Ordinateurs de bureau,9290.0,pro,Souss-Massa-Drâa,Agadir
2050,Iphone x,39243028,Téléphones,3800.0,private,Grand Casablanca,Casablanca
2052,couveuse av Genie 2020,39243020,Matériels professionnels,100.0,private,Chaouia-Ouardigha,Settat
2053,DELL 7810,39243018,Ordinateurs de bureau,11647.0,pro,Gharb-Chrarda-Beni Hssen,Kénitra
2055,Huile Moteur Eurolub 15W40 VDS4  20L,39117879,Pièces et accessoires pour véhicules,900.0,private,Grand Casablanca,Casablanca
2056,Tableau d'affichage vitrine d'affichage 104×75 cm,39243011,Matériels professionnels,1000.0,pro,Grand Casablanca,Casablanca
2057,Velo,39243010,Vélos,1000.0,private,Marrakech-Tensift-Al Haouz,Marrakech
2058,btwin,39243009,Vélos,2300.0,private,Fès-Boulemane,Fès
2059,Ford focus,39243006,Voitures,84000.0,private,Grand Casablanca,Casablanca
2060,cappuccino scotter,39243001,Motos,13000.0,private,Tanger-Tétouan,Tanger
2063,Canon EOS 7d,39242990,Appareils photo et caméras,3200.0,private,Grand Casablanca,Casablanca
2065,Station De Travail  DELL 7810,39242971,Ordinateurs de bureau,20882.0,pro,Rabat-Salé-Zemmour-Zaër,Salé
2067,volkswagen,39242964,Voitures,33000.0,private,Grand Casablanca,Casablanca
2068,Iphone X 64gb,39242963,Téléphones,3000.0,private,Grand Casablanca,Casablanca
2069,Fiat uno diesel,39242961,Voitures,28000.0,private,Souss-Massa-Drâa,Agadir
2070,Machine à laver 12 kilos électronique en bon état,39242960,Electroménager et vaisselles,2500.0,private,Grand Casablanca,Casablanca
2071,Parc,39242959,Equipements pour enfant et bébé,400.0,private,Grand Casablanca,Casablanca
2072,Velo btwin ba9a jdida,39242957,Vélos,3300.0,private,Grand Casablanca,Casablanca
2074,yamaha ez20,39242930,Instruments de musique,800.0,private,Chaouia-Ouardigha,Khouribga
2076,Blackberry,39242913,Téléphones,200.0,private,Tanger-Tétouan,Fnideq
2077,Toshiba i5,39242911,Ordinateurs portables,2300.0,private,Tanger-Tétouan,Ksar el-Kebir
2078,Asus gl502vm Gamer,39130228,Ordinateurs portables,10000.0,private,Grand Casablanca,Casablanca
2081,Afficheur iPhone 6S,39242892,Accessoires informatique et gadgets,235.0,pro,Grand Casablanca,Casablanca
2082,Afficheur iPhone 6,39242872,Accessoires informatique et gadgets,169.0,pro,Grand Casablanca,Casablanca
2084,HP Z440-24 Go DDR3 ECC-1 To SATA-QUADRO K600,39242868,Ordinateurs de bureau,7800.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
2085,Sony nex7 (an9iya),39242854,Appareils photo et caméras,2000.0,private,Oriental,Nador
2088,nikon d 850 camera pro  25000DH à Aïn Borja Réf F2,39242839,Appareils photo et caméras,25000.0,pro,Grand Casablanca,Casablanca
2089,Couple frisé du nord,39242836,Animaux,600.0,private,Gharb-Chrarda-Beni Hssen,Kénitra
2090,PALIO ELX,39242833,Voitures,35000.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
2092,Peugeot 309,39242829,Voitures,25000.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
2093,HP ZBOOK 15 G1 GRAD (B),39242822,Ordinateurs de bureau,5890.0,pro,Gharb-Chrarda-Beni Hssen,Kénitra
2094,HP Z620-32 Go DDR3 ECC -GTX MSI ARMOR 1060,39242821,Ordinateurs de bureau,13400.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
2098,AUDI TT,39242810,Motos,88000.0,private,Marrakech-Tensift-Al Haouz,Marrakech
2099,Motos livraison,39242808,Motos,12000.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
2101,Dell 7810 - 1 To SATA,39242798,Ordinateurs de bureau,22235.0,pro,Gharb-Chrarda-Beni Hssen,Kénitra
2102,Garelli,39242796,Motos,4500.0,private,Rabat-Salé-Zemmour-Zaër,Salé
2105,ECRAN Philips Brilliance B-line 19B1,39242792,Ordinateurs de bureau,449.0,pro,Gharb-Chrarda-Beni Hssen,Kénitra
2106,DELL OPTIPLEX 9020 DESCKTOP Parfait,39242790,Ordinateurs de bureau,3390.0,pro,Tanger-Tétouan,Tanger
2108,Volkswagen polo,39242780,Voitures,125000.0,private,Meknès-Tafilalet,Khénifra
2109,Porte neuf,39242773,Meubles et décoration,2000.0,private,Rabat-Salé-Zemmour-Zaër,Salé
2110,HP Z620-32 Go DDR3 ECC-NVIDIA QUADRO k4000,39242754,Ordinateurs de bureau,9900.0,pro,Souss-Massa-Drâa,Ouarzazate
2111,Tableau d'affichage vitrine 100x80,39242745,Matériels professionnels,1200.0,pro,Meknès-Tafilalet,Meknès
2112,Routeur  WiFi technicolor Maroc Télécom,39242741,Accessoires informatique et gadgets,85.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
2119,hyundai accent,39242714,Voitures,67000.0,private,Grand Casablanca,Casablanca
2120,HP ZBOOK 15 G1,39242705,Ordinateurs de bureau,4400.0,pro,DoukkalaAbda,El Jadida
2123,OPTIPLEX 7010 DESCKTOP i5-3470,39242687,Ordinateurs de bureau,1490.0,pro,Meknès-Tafilalet,Meknès
2124,Mercedes cla,39242676,Voitures,278000.0,private,Souss-Massa-Drâa,Agadir
2126,HP WorkStation Z620-24 Go DDR3 ECC-Quadro K600,39242664,Ordinateurs de bureau,6990.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
2127,Tableau affichage vitrine 100x80 cm new modéle,39242662,Matériels professionnels,1200.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
2128,Station De Workstation - 7810 DELL,39242649,Ordinateurs de bureau,26706.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
2129,lougane toute options,39242648,Voitures,88000.0,private,Grand Casablanca,Casablanca
2130,Paddle Board neuf livraison partout au Maroc,39117426,Bateaux,2500.0,private,Grand Casablanca,Casablanca
2131,Samsung blueray 3D,39242626,Image & son,500.0,private,Taza-Al Hoceima-Taounate,Al Hoceima
2132,Mini cooper Essence,36348511,Voitures,105000.0,private,Tanger-Tétouan,Tanger
2133,OPTIPLEX 3010 DESCKTOP i5-3470,39242619,Ordinateurs de bureau,1690.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
2135,montre hublot automatique,39242611,Montres et bijoux,300.0,private,Meknès-Tafilalet,Meknès
2136,HP ELITE 8300 DESCKTOP USFF Top,39242589,Ordinateurs de bureau,1240.0,pro,DoukkalaAbda,El Jadida
2137,HP 820 G3 (Ecran 12) Remis à Neuf,39242583,Ordinateurs de bureau,5490.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
2138,Vélo giant,39242574,Vélos,2800.0,private,Marrakech-Tensift-Al Haouz,Marrakech
2141,HP Z820-24 Go DDR3 ECC-512 Go SSD-QUADRO k2000,39242564,Ordinateurs de bureau,14400.0,pro,Tanger-Tétouan,Tanger
2143,DELL OPTIPLEX 9020 DESCKTOP i7-4790,39242561,Ordinateurs de bureau,3390.0,pro,Grand Casablanca,Casablanca
2148,Workstation T1700 Dell -  i7-4770,39242552,Ordinateurs de bureau,3518.0,pro,Gharb-Chrarda-Beni Hssen,Kénitra
2149,Tableaux ouin,39242550,Meubles et décoration,300.0,pro,Meknès-Tafilalet,Meknès
2150,Vitrine de style francais a vendre,39242549,Meubles et décoration,2500.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
2151,HP Z820-64 Go DDR3 ECC- GTX ASUS TURBO 1080,39242548,Ordinateurs de bureau,22400.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
2152,vitrine d'affichage  100x80 cm sécurisée,39242545,Matériels professionnels,1200.0,pro,Tanger-Tétouan,Tanger
2155,Honda Jazz,39242540,Voitures,54000.0,private,Grand Casablanca,Casablanca
2156,Nouveau chaussure Calvin Klein Jeans fille,39242535,Chaussures,170.0,private,Meknès-Tafilalet,Meknès
2157,télévision LG 19 POUCES,39242530,Télévisions,300.0,private,Fès-Boulemane,Fès
2158,Duster,39242526,Voitures,110000.0,private,Grand Casablanca,Casablanca
2160,HP Z820-64 Go DDR3 ECC-QUADRO K6000,39242515,Ordinateurs de bureau,32400.0,pro,Souss-Massa-Drâa,Agadir
2161,Google - Pixel 3 XL 64Go RAM 4GO,39242511,Téléphones,3500.0,private,Tanger-Tétouan,Tanger
2162,Jacket turkey Ocassion la taille M,39242508,Vêtements,130.0,private,Oriental,Oujda
2163,OPTIPLEX 3020 DESCKTOP G3420,39242507,Ordinateurs de bureau,990.0,pro,Tanger-Tétouan,Tanger
2164,sallon européen,39242501,Meubles et décoration,6000.0,private,Grand Casablanca,Casablanca
2165,LENOVO THINKPAD L480 (20LTS09L0L) NEUF,39242500,Ordinateurs de bureau,9300.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
2166,fiat doblo,39242499,Voitures,95000.0,private,Marrakech-Tensift-Al Haouz,Marrakech
2170,détection faux billets devise,39242489,Accessoires informatique et gadgets,1000.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
2176,samsung A50,39242429,Téléphones,2000.0,private,Grand Casablanca,Casablanca
2178,CLAVIER  SOURIS SANS FIL OFFRE GARANTIE  Réf 7SJS1,39242423,Accessoires informatique et gadgets,114.0,pro,Grand Casablanca,Casablanca
2179,HP Z820-32 Go DDR3 ECC-GTX MSI ARMOR 1060,39242417,Ordinateurs de bureau,17900.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
2180,T1700 DELL / QUADRO K600 1 Go GDDR3,39242413,Ordinateurs de bureau,3900.0,pro,Tanger-Tétouan,Tétouan
2181,TP-LINK TD-W8961N - Modem routeur ADSL2 à Aïn Borj,39242399,Accessoires informatique et gadgets,206.0,pro,Grand Casablanca,Casablanca
2182,HP Z820-24 Go DDR3 ECC- QUADRO K4000,39242394,Ordinateurs de bureau,16400.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
2184,meuble japonais,39242388,Meubles et décoration,5000.0,private,Grand Casablanca,Casablanca
2185,Support 1 / 2 / 3 Étagères,39242386,Stocks et vente en gros,50.0,private,Grand Casablanca,Casablanca
2186,Relax pour bebe jdid,39242385,Equipements pour enfant et bébé,1.0,private,Marrakech-Tensift-Al Haouz,Marrakech
2187,appart propre calme,39242382,Locations de vacances,200.0,private,DoukkalaAbda,El Jadida
2188,T1700 DELL,39242373,Ordinateurs de bureau,6459.0,pro,Rabat-Salé-Zemmour-Zaër,Salé
2191,HP Z820-24 Go DDR3 ECC-512 Go SSD-QUADRO k2000,39242365,Ordinateurs de bureau,14400.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
2192,MEILLEUR OFFRE KASPERSKY SMALL OFFICE SECURITY NOU,39242364,Accessoires informatique et gadgets,1347.0,pro,Grand Casablanca,Casablanca
2193,Cafetière à vendre,39242363,Electroménager et vaisselles,200.0,private,Meknès-Tafilalet,Meknès
2194,DELL OPTIPLEX 790 DESCKTOP i7-2600,39242362,Ordinateurs de bureau,2250.0,pro,DoukkalaAbda,Safi
2195,Hawaii mate 10 pro 128gb 6 ram,39242358,Téléphones,2500.0,private,Oriental,Nador
2196,Friteuze son huille,39242348,Electroménager et vaisselles,1.0,private,Marrakech-Tensift-Al Haouz,Marrakech
2198,Tableaux lci,39242344,Meubles et décoration,300.0,pro,Oriental,Berkane
2199,vitrine et tableau  d'affichage 100x80 cm,39242343,Matériels professionnels,1200.0,pro,Rabat-Salé-Zemmour-Zaër,Rabat
2201,Dell T1700 Workstation Super promo,39242333,Ordinateurs de bureau,7635.0,pro,Oriental,Oujda
2202,LENOVO THINKPAD E580 (20KS0009FE) Neuf,39242332,Ordinateurs de bureau,8900.0,pro,Rabat-Salé-Zemmour-Zaër,Salé
2203,salle à manger,39242329,Meubles et décoration,12000.0,private,Grand Casablanca,Casablanca
2204,Peugeot 407 Coupé,39242328,Voitures,75000.0,private,Grand Casablanca,Casablanca
2205,Telephone,39242319,Téléphones,3000.0,private,Grand Casablanca,Casablanca
2206,abdelfattah,39242318,Meubles et décoration,120.0,private,Marrakech-Tensift-Al Haouz,Marrakech
2207,tables basse,39242309,Meubles et décoration,600.0,private,Grand Casablanca,Casablanca
2208,VIDÉOPROJECTEUR EPSON EB-S05 3200 LUMENS SVGA HDMI,39242308,Image & son,3801.0,pro,Grand Casablanca,Casablanca
2209,Dell optiplex 7020 DESCKTOP G3240,39242306,Ordinateurs de bureau,1149.0,pro,Souss-Massa-Drâa,Inzegan
2210,vitrine,39242305,Meubles et décoration,8000.0,private,Grand Casablanca,Casablanca
2211,HP Z800 WorkStation-16 Go DDR3 ECC-QUADRO 2000,39242302,Ordinateurs de bureau,6900.0,pro,Marrakech-Tensift-Al Haouz,Marrakech
2212,grand plus,39242297,Téléphones,400.0,private,Rabat-Salé-Zemmour-Zaër,Salé
2213,Tableaux nioc,39242296,Meubles et décoration,300.0,pro,Meknès-Tafilalet,Khénifra
2214,Hyundai accent disel,39242292,Voitures,39000.0,private,Souss-Massa-Drâa,Agadir
2215,Ps4 cuh 1216,39242286,Jeux vidéo et consoles,2200.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
2216,abdelfattah,39242283,Télévisions,150.0,private,Marrakech-Tensift-Al Haouz,Marrakech
2221,Voiture golf,39242243,Sports et loisirs,37000.0,private,Rabat-Salé-Zemmour-Zaër,Rabat
